,body_review,date_review,id_review,location,possible_rating,rating,source,useful,user
14,"I went to 3 different men's hair salons before I found KEMPT on Yelp. I plan on coming back to KEMPT from now on. I'm picky about my hair so what I love about KEMPT is that every stylist is trained specifically to the standards of this store's owner. They spent time with me on my first cut to plan out what they were going to do and they kept notes about it for my future visits. As I guy who likes his hair on the longer side, it's important to me that the stylist knows what they are going to do before they start cutting and that they understand what I want. The shop is set up in a simple and modern way. I appreciate being offered a beverage, beer or non alcoholic. The website is easy to use to set up appointments. The owner makes it a point to say hello and spend a moment at the end with each client even though she may not cut their hair personally.",3/26/2018,6UVVBDoVUKLBfS6xAM1Z1w,"Irvine, CA",5.0,5.0,yelp,None,Brian L.
15,Sue Kim is an absolute maestro! My hair and soul emerged refreshed and rejuvenated. Will be back soon!,5/21/2018,ulPT4qZ3yukTcNL6jXiu1Q,"Irvine, CA",5.0,5.0,yelp,None,Josh N.
16,"I came in today on a whim. The facility was simple and elegant, which matched a few of the neighboring businesses. There is a Norton cafe racer.Melissa offered a clean shirt so I would not have to shower the little hairs off after my cut.After a fantastic haircut, beard trim, and Shampooing, I have a great haircut. Melissa offered suggestions, and took direction better than most.",5/29/2017,pY1N1E0ufsF1TjevHf1MeA,"Irvine, CA",5.0,5.0,yelp,None,Ian M.
17,"Can't say enough good things about this place. I never know what kind of cut goes well and Sue did an excellent job of explaining to me. The shampoo, cut, and rinse was done very well. It was also a very friendly and relaxing place. I look forward to coming back soon.",2/21/2018,D05pSR2XoUphV5ORc-gLiA,"San Francisco, CA",5.0,5.0,yelp,None,Charles L.
18,"I was pretty blown away by my experience here.  my stylist, Karen, knew a lot about what would look good on me. it was also a relaxing experience with great conversation.my wife said it's the first haircut she's ever truly loved on me (ouch, and yay)!",9/20/2017,VxiujOBy2pUl5fU4NBbuMA,"Ladera Ranch, CA",5.0,5.0,yelp,None,Justin C.
19,"Great place for a guy to get a haircut.  It's not cheap, but you can have a beer while you wait, and they provide a T-Shirt to put on while they cut your hair, nice touch.The team are supper friendly and it doesn't seem forced either.I watched Mellissa tell one of her Clients to go and take his T-Shirt off and out his shirt back on, so she could finish his hair without him messing it up by removing his T-Shirt.I had to cancel my appointment twice this week very late and was expecting the horrible looks when I did come, but the exact opposite they understood and it was never an issue or made me feel bad about it.It's not a cheap cut, but you get what you pay for.",11/4/2017,Nribk7omEW3dYVAJIFTgxQ,"Long Beach, CA",5.0,5.0,yelp,None,Robin R.
20,"This is a great place for men to get their hair cut. Melissa responded right away to my questions via Yelp and Coco was very helpful and friendly when I called and when getting my hair cut. The shop is very clean and cool, I was received with a very friendly smile from Melissa and asked if I wanted anything from water to beer while I waited and got my hair cut. Coco was not rushed at all took extra time to go over my needs and explained everything to me and even double checked and asked for input while doing certain portions. My hair looked amazing and I'm rocking a slightly different style from my normal cut and I love it. I highly recommend this place to any men of any age that are looking for a cool spot with great hair cuts and a great atmosphere.",8/12/2017,OAXMwueYunY_TQYl9WI0Pg,"Huntington Beach, CA",5.0,5.0,yelp,1,Brian W.
21,"Overall score for KEMPT: a perfect 10/10The atmosphere was great, the personnel were friendly and engaging, AND I have a new favorite hair stylist: Coco. She did an exceptional job cutting/styling my hair, and she was a consummate professional. I was very pleased with my experience at KEMPT, and I can confidently say that I will be a repeat client.",10/10/2017,-UDcqwO02Mn1TsQWzCHnEQ,"Tustin, CA",5.0,5.0,yelp,None,Wes T.
22,"Feel great with a fresh cut. This isn't Supercuts churning out a cheap 10 min cut but quality from people that care about what they do.  Do yourself a favor and give Kempt a visit.  Online reservations on their site make it super simple. Melissa is amazing.  She really listened, gave a great consultation, taking time and care at the end of the day in an otherwise empty shop.  She knows what she is doing, she is passionate about it, and is a genuine human being.  What more could you possibly ask for?",1/19/2018,gtvcXkaqhICNpiPCcFCKIA,"Fullerton, CA",5.0,5.0,yelp,None,Jon H.
23,"I always look forward to coming in to Kempt for my haircut.  Melissa  gives me a great cut and keeps my style updated.   A nice break during the day to relax, have a beer and get styled for the month.",12/30/2017,DV_xpn26alwWAbO5SA7Omw,"Tustin, CA",5.0,5.0,yelp,None,Peter G.
24,I've been using KEMPT for the past 6 months And I'm so impressed with the quality of standard from their clean T-shirt offering to free beverages...not to mention the head rubs. Everyone at KEMPT is great especially my girl Coco!,12/6/2017,oJzqjzHwFAxgM2CXMmF00w,"Mission Viejo, CA",5.0,5.0,yelp,2,Steve A.
25,Got my first cut with kempt today. The atmosphere is nice. I showed up a little early and was instantly welcomed by Melissa and offered a beer while I wait for her to finish up with her other client. Never been offered a beer at a salon or barber before. Great choice of beer as well. I had a choice of Stella or they also had a few different ballast point beers. I was offered to change into a clean shirt so I wouldn't get hair all over the shirt I came in with and get all itchy. Great idea! Melissa was very professional and thorough when it came to discussing the details and style of the cut I wanted. I can tell she really wants to get to know her clients and makes them feel welcomed. Great customer service. I'll definitely get my haircut here again.,2/3/2018,VcI26GByCDs0Ubltp0J6mg,"Long Beach, CA",5.0,5.0,yelp,None,John B.
26,"Melissa has been cutting my hair for years, and she recently opened Kempt which is targeted for Men to make the experience great and enjoyable.Making appointments is easy. The space is awesome. Super clean and comfortable. Free Beer while you are getting your hair cut. Best of all.....Melissa and her other stylists are all focussed on the current styles for men's hair. If you are like me, getting your haircut is a pain in the ass, and usually not a priority. Melissa does a great job of making the experience fast, and painless while enjoying a nice IPA. Give her or her other stylists a shot. You won't be disappointed!",6/6/2017,lUpr6mNGalMK9OdHuAX_yw,"Fountain Valley, CA",5.0,5.0,yelp,None,Jamil B.
27,If you ever come here ask for Coco! She reached out to me and my friend when we were walking by for a haircut. I was skeptical at first but decided to try it because Ive needed a haircut. Coco made the whole experience fun and she's a great stylist! I love how she cut my hair. I even got check out by a group of girls when I walked out of the shop. I say that's a great example of how great she made me look!,5/23/2017,ervh9hsB8583U5jXbWcVJA,"Huntington Beach, CA",5.0,5.0,yelp,None,Joshua T.
28,"This place is so amazing. They did such a fantastic job on my sons' hair. We had a schedule conflict come up for our last trim, but they are awesome!! Amazing place for guys (and Autism friendly to boot)!!",1/23/2018,s_b-vQ4ccnystzIdzFRqXw,"Orange, CA",5.0,5.0,yelp,None,Heather R.
29,"""Love this place. I'm from LA and just moved to the area. This is the closest place to a LA kinda vibe . Great owner and Coco cuts are amazing . Must check this place out.",6/27/2017,bDzb5Y9tYsK1BUsIirNBjQ,"Newport Beach, CA",5.0,5.0,yelp,None,Roc A.
30,The people over at KEMPT do a great job and I wouldn't want a haircut anywhere else. I highly recommend trying them out.,2/3/2018,c_0brLp3EQTgDAOINPb7qg,"Ladera Ranch, CA",5.0,5.0,yelp,None,Kyle K.
31,"By far, the best cut and friendliest service you'll find. Being a first time customer, I was nervous I wouldn't get what I wanted which is something you'd expect only from a stylist that knows you well. Today, I got what I wanted, maybe even better because she anticipated my needs very well. The service is worth it, hands down. But I'm not sure I'll make it a regular spot for $50 per cut/shampoo, but that's just me being a cheapskate. I think their price is right on target for what you get, maybe even a great value. I'll definitely be returning when I need to.",10/16/2017,uX1Ti2HKah06ORy2s_HI-w,"Ladera Ranch, CA",5.0,5.0,yelp,None,Marcelo M.
32,"Melissa and Coco really know what they're doing and are genuinely happy to be doing it! My boys, 4 and 7, had a great time and can't wait to go back!",10/18/2017,P-Ux4VUP8jyRXFlQGziqhQ,"Costa Mesa, CA",5.0,5.0,yelp,None,Heather L.
33,Melissa welcomed me in the early morning with a much needed caffeine hit and a bright smile! Never before have I had such attention paid to my hair and its needs. She's also quite the conversationalist. Made the start of my birthday today wonderful! Most definitely coming back.,1/23/2018,QLNnuBBTAuzWytrzVdD98Q,"Mountain View, CA",5.0,5.0,yelp,None,John A.
34,KEMPT provides a quality haircut and great pricing. It is also great to have stylists who are so accommodating to my very busy schedule. The location is also convenient with places to grab a quick bite as I am usually on the go. Ryan Swanson,8/23/2017,82hjCmDR8DY1fio6yci04g,"Yuma, AZ",5.0,5.0,yelp,None,Ryan S.
35,"Friendly and professional staff,  I would highly recommend.  Convenient location as well.",3/13/2018,WfWQfSkPaQBdEPcD4jU9lA,"Arcadia, CA",5.0,5.0,yelp,None,Jay G.
36,"Coco is great. Always has good suggestions, and whole place is mellow. Melissa is also very nice. Highly recommend.",11/22/2017,T1V5D_dLIhhC8R_6nmDxSQ,"San Diego, CA",5.0,5.0,yelp,None,Brian K.
37,"After 4+ years at neighboring salon I was ready to switch it up and I'm very happy with Kempt.  I choose stylist Melissa and honestly couldn't of asked for more.  She's very sweet, you can tell she enjoys her craft, fun to talk to/easy going, communicates well and really takes the time to ask questions to be on the same page as to what you are looking for in a cut/style.  She's also in tune with what styles are current/what fits your head/face and good at giving her viewpoints as well but also listening to what you are looking for (engagement is nice).  You can just tell she really cares about making you look your best and never felt rushed at any point in time.  Beverage offerings are nice touch for comfort.  Salon is very clean, minimalistic, apple store meets hair salon look/feel.  All staff work well together in a happy free flowing culture.  They use quality targeted mens hair products (Hanz De Fuko has been my fav for years).  Tips for new clients to Kempt: Get the new customer package of 3 cuts for the price of 2.  You save some $ plus gives your stylist a chance to have a few cuts to really get to know you and your style over time.  Booking online is simple and makes it easy to process.  **Recently had an appointment where I got the times mixed up from 11:15 but thought it was 11:45 and Melissa gave me a call to check in at 11:30 and I was thankful for the heads up and she made it all work and not at any point made me feel bad about my mix up which put me at ease going into the cut (I tipped extra for my error in timing cause it was right thing to do).  Last tip: plan on getting there earlier because parking can be tough especially during peak lunch hours in the center.  Thank you to Melissa and the team!",3/7/2018,2DbVSUyIJWbwEj-ZoSw3sw,"Irvine, CA",5.0,5.0,yelp,None,Travis B.
38,"This place has changed how I view haircuts. It is no longer a 'necessary evil' as a guy to take time out of your day to get a haircut. I actually now look forward to going there...for the beer, for the real conversations (not the cheesy ""never-going-to-see-you-again-Supercuts"" type of chat), for the awesome and attentive haircut, and mainly for the feeling I have when I leave - feeling good about myself. I love when someone really cares about their craft (I.e, my head, in this example) and Melissa is that person at Kempt for me. Parking can be tough around lunchtime since the center is so popular but the amenities are awesome and hard to beat. Kempt is one door down from the food court and the bar. I know too many dudes who have had their heads mauled by people who don't care. (Like, dudes who asked for a crew cut or fade and ended up with a 'step-from-the-early-90's' type of mauling) I highly recommend this joint (you will see in my review numbers that it takes a lot for me to actually review a place). Happy yelping!",10/16/2017,5O0z51fa1CbbnLWkz-49Mw,"Costa Mesa, CA",5.0,5.0,yelp,None,Garrett E.
39,"Cannot say nice enough things about this ""salon"", the stylists and their work! My husband and son had appointments here. From the minute we walked in, Melissa and Coco were so sweet and thoughtful. Melissa asked many questions on how we wanted our sons hair to be and knew right away exactly the look we were going for and is the first that has achieved this! We had great conversation while she cut his hair, like I had known her for years! Coco cut my husbands hair and it has never looked better and wish we had known about them earlier! I HIGHLY recommend this place and we will definitely be back. Thank you Melissa and Coco for being amazing!",8/8/2017,BCDy7bbZx6ayWa9JA4GU1g,"Aliso Viejo, CA",5.0,5.0,yelp,1,Katie B.
40,"This review is both well-deserved and long overdue. I have been going to KEMPT for the past 6 months and the experience has always been stellar! Aside from the clean, relaxing environment, the people here are so chill and accommodating! Most importantly, Sue, my go-to stylist, cuts my hair LIKE A BOSS! At previous places, my haircuts would look good for about 4 days and then on day 5 it decides to go all Sonic the Hedgehog with ends poking out in every direction that only cement can tame. Ever since Sue got a hold of my hair, I can go a whole month (sometimes longer) and still look fresh. My wife and daughters love my hairstyle now and that alone is enough to keep me coming back. 5 stars for this hidden gem and 500 stars for Sue!",2/15/2018,p1MZuDb4d74VbuLkDLHTWQ,"Irvine, CA",5.0,5.0,yelp,None,Nick D.
41,"Always a fantastic experience. Great place all around: staff, atmosphere, beer, vide, my new do - everything is on point.",11/11/2017,zXAazxWim2rHDptmoaaTVw,"Laguna Niguel, CA",5.0,5.0,yelp,None,Ryan G.
42,"Kempt and the owner Melissa are INCREDIBLE! I had such a wonderful experience. From the moment you walk in you feel comfortable that you're going to be taken care of. I got what I can easily say was the best haircut I've ever received, and a few weeks later it's still looking sharp :D. Kudos to this place, I know I'll be back!",9/20/2017,rM60KDfkKqDrBgl6shhOjA,"Westminster, CA",5.0,5.0,yelp,None,Austin A.
43,Coco and Mellisa were amazing and gave me great suggestions along with a great cut! Thank you! I will be back.,8/5/2017,3c3-xKmcIVp4rRfqJx1nsw,"West Bloomfield Township, MI",5.0,5.0,yelp,None,Bobby C.
44,"I can't say enough about this place. Finally a great place for the guys to get a haircut! I've tried the typical barbershops, sports clips, 18|8 and all the other places but Kempt blows all these out of the water! When I first walked in I noticed the badass bike against the wall and the two beautiful ladies working there. The shop was super clean inside and had a great look/vibe. I got my haircut by Coco and she did a great job!! Before getting started she asked me if I wanted to change my shirt so I didn't get annoying little hairs stuck in my shirt all day which was an amazing idea and worked perfectly. She sat me down and asked me what style I was going for and she knew exactly what to do. Before we started with the cut she shampooed my hair and I even got a head message with it, which was super relaxing! Then after that it got even better....I was offered a free beer to enjoy while getting my haircut. Coco was super friendly and Melissa the other stylist was also very friendly. In the end Coco absolutely nailed my haircut and gave me the best cut I have ever gotten! I made sure to rebook with her and buy the three pack...you pretty much get one haircut free when you buy it. I highly recommend anyone looking to get an amazing haircut experience to check this place out and book with Coco!! Thank you Kempt for finally mastering men's hair(non like the other places mentioned earlier).",6/7/2017,cPALiE7AcYFQzegfBb41oQ,"Mission Viejo, CA",5.0,5.0,yelp,1,Justin M.
45,"Calling all men and boys. Found the best place for a men's haircut. Mellisa and her staff at KEMPT are the absolute best. I've been the most expensive salons for a men's cut and I've always wondered why nobody designed a salon around us, men. Well look no further. KEMPT is the stop. Trust me. Try it once and you'll never waste your time again anywhere else. For grown ups, if your thirsty she'll offer you a beer and your boys will be glued to the iPads she provides. Try it you - you won't be disappointed.",7/30/2017,rCfQ_ydLngNzwwUFSlHwQg,"Newport Beach, CA",5.0,5.0,yelp,None,Bahram M.
46,"I'm really picky about my hair, and I have tried several different barbershops and salons over the past three years or so.  I was finally able to stop looking and get a haircut I really like, every time, thanks to Melissa and KEMPT.  Melissa strikes a very good balance between having helpful, encouraging advice about how to style my hair and listening to the things I like and don't like about my hairstyle.  It's been really hard to find someone who would both listen to me AND help me decide what to do -- most stylists are either too opinionated or not opinionated enough.  In addition, Melissa is genuine and sincere, qualities that I really appreciate.  I'm glad I found KEMPT and I think very highly of their service.",11/2/2017,YpcvexXfbtEXYrY3JTUo4Q,"Irvine, CA",5.0,5.0,yelp,None,John B.
47,"Now that I've found this place, I'm never letting anybody else touch my hair again. Melissa is such an amazing and friendly stylist. The free beer or Red Bull is definitely a plus as well. Would highly highly recommend this place to any guy who wants great conversation and an amazing haircut.",8/12/2017,eabEAYp1cvAcDCBxpox0Mw,"Irvine, CA",5.0,5.0,yelp,None,David D.
48,"This is by far the best haircut experience I have ever had. Melissa really takes the time to understand the way your hair grows, it's thickness, your current hair style, and your length preferences. She offered me some great advice about what cut might work best for my hair, and the result was exactly what I was hoping for. She even offered me great advice on how to dry and style my hair. Plus, during the entire haircut, she made the experience engaging with friendly conversation. I am definitely looking forward to my next haircut at Kempt!",8/2/2017,KqiB6OCJCXahKsNRid3s1A,"Fontana, CA",5.0,5.0,yelp,None,James O.
49,My wife and I were visiting the area as our daughter prepares to attend UC Irvine.   I needed a haircut and chose KEMPT because it specialized in cutting men's hair.   What an amazing experience and Melissa made my wife and I feel like we knew her for years!!!   I enjoyed everything offered and I'm sure I will visit KEMPT and Melissa when visiting the area!    Thank you Melissa!! Santa Barbara visitors!  Joe & Sylvia,7/20/2017,O5DDo-L26-ThU_n4HWpEBw,"San Luis Obispo, CA",5.0,5.0,yelp,None,J T.
50,It's not easy to find someone who can manage long hair on men. Melissa is the best! No frills or fuss. Just a relaxing wash/cut in a clean facility with great company. I wouldn't let anyone else touch my hair these days. Thank you KEMPT!,1/21/2018,c8cewqkAnOqXEmm8fz3zYw,"Orange County, CA",5.0,5.0,yelp,None,Jason W.
51,"'ve been looking for a great place and stylist to cut my hair. I finally found it. Coco not only helped me decide on a hair style that I can maintain easily,  but also produced that haircut perfectly. Thanks Kempt! I am a client for life!",8/20/2017,3uhU3wuXh388om7ErWxSRw,"Irvine, CA",5.0,5.0,yelp,None,Ronnie C.
52,Have never received so many complements on a haircut. The best one I have ever had and I will keep going back for more! Melissa and team are amazing and have every detail thought thru to make your time at Kempt amazing.,8/18/2017,z6irbyOIuvQqqJuKR2_JOQ,"Costa Mesa, CA",5.0,5.0,yelp,None,John B.
53,"My husband just got back from haircut ... and I'm very upset of what they've done with his beautiful hair. So unprofessional And ""back in 90"" hair :  Uneven edges, too much shaved and why did they make a cap around and left a funny bang ...50$ ....",6/29/2017,3dEna0WOu9LM0rqZ5ZFnBw,"Irvine Spectrum Center, Irvine, CA",5.0,1.0,yelp,None,Anna G.
54,"Took a chance on this place as I normally go to Toni & Guy at Fashion Island. Definitely a great decision! I've tried great hair places for men from Hong Kong, to London, to NYC to SF & LA, and KEMPT is by far the best I've ever come across. From the moment you step in they are on top of service, friendly, welcoming and extremely professional. Everything from their appointment system and payment system, to their store design has been thought of and built around the customer. Cut was great too and truly a consultation to figure out the best option for YOU.",11/3/2017,UiVqk4NT0YlO4iMh4nR0UA,"Malibu, CA",5.0,5.0,yelp,None,Alex G.
55,Melissa is awesome. She takes the time to understand how you want your hair to loom and then explains what she is going to do. It's a comfortable place for guys to get a good style without the hassle of a typical women's salon or the noise of a barber shop,7/18/2017,3JE-zzULocdhOhRTdPEE1A,"San Francisco, CA",5.0,5.0,yelp,None,Rod D.
56,"Melissa did a fantastic job cutting my hair today and was also very nice to talk with while she cut it. I think this place has a great vibe and it is very modern, clean, and a great place for a man to get his hair cut. The quality makes all the difference and after years of going to different places to get my hair cut I think I finally found where I will be getting my hair cut for a long time. Not everyone know's how to cut a mans hair so it is so great I found KEMPT. I highly recommend going here for a hair cut next time you need one.",8/5/2017,uPUsgC7ivAB_RrcLrbWU0Q,"Irvine, CA",5.0,5.0,yelp,None,Robert M.
57,Great new men's salon in Irvine over by John Wayne airport Coco my stylus she did a great job gave me a new style haircut easy to take care of explain the product to me to help me achieve the same look once I left the salon relaxing atmosphere highly recommend this Mens salon. Relaxing shampoo followed by ice cold beer never had a better haircut my life,5/25/2017,xd3HBbaChVXIjvXgYHCbFQ,"San Juan Capistrano, CA",5.0,5.0,yelp,None,Jeff A.
58,I heard about this place from my wife's friend. Melissa cut my hair and my wife said it was the best cut I've ever had. The stylist was cute and engaged in conversation with me and the best part is that they had free beer for me to drink while my hair was getting cut. I will definitely go back.,5/17/2017,YNsryDVKpOGB0qoLQlMzLA,"Costa Mesa, CA",5.0,5.0,yelp,None,Bryan M.
59,"Awesome place, Coco did a really great job on my hair (usually it's complicated) completely recommended. Friendly staff, clean and professional.",5/31/2017,7b7GiH7wMQmTxiFoKr21vg,"Los Angeles, CA",5.0,5.0,yelp,None,Marcos T.
60,My first time at KEMPT. Very easy to make an appointment online and had a great experience with Coco. Both Coco and Sue were friendly and professional.,11/16/2017,dZL6HY_qQ6UkY6n3py_Wiw,"Irvine, CA",5.0,5.0,yelp,None,Rick E.
61,"I have been extremely satisfied with the services I receive from Melissa at Kempt!  Always a precise and razor sharp hair cut, and always includes a new consultation with each new haircut to assess for any changes .  Great personality, and has been accommodating to my schedule to fit me in!",9/11/2017,J9uAUIrjXEFCSZijrQMSKA,"Huntington Beach, CA",5.0,5.0,yelp,None,James H.
62,Service is excellent. Had a really great haircut and Melissa is a doll!,7/31/2017,I_Cupray57XZwDjz4Pv6Sw,"Newport Coast, CA",5.0,5.0,yelp,None,Charles S.
63,"Melissa has created a place where it so easy to schedule and show up, she gets guys, and is super cool to hang with, every detail is thought of, the whole thing is enjoyable, and you will leave with the best hair cut. Done. Why go anywhere else?",9/1/2017,LksqH3KOt3MKSdWHfSSliA,"Laguna Beach, CA",5.0,5.0,yelp,None,Ted R.
64,"My son loves getting his hair cut here! Melissa always does a great job and the setting is definitely manly, but unlike traditional barber shops, it's also clean and modern and comfortable for everyone. :)",10/8/2017,tYhZiFqS-upAr_hjNXSIbg,"Brea, CA",5.0,5.0,yelp,None,Amanda J.
65,"Best haircut I have had in a long time. Melissa is awesome, will be back for sure!",10/26/2017,e3ppqyjo7bkndiDjMF9mvw,"Irvine, CA",5.0,5.0,yelp,None,al k.
66,"I found this salon in a newly renovated shopping center in Irvine that was formerly the home of Broadway Deli and is now the home of the TRADE food court.  I was greeted with a smile by Melissa (an owner I believe) and I immediately felt welcome.  Melissa began by asking me a series of questions to get an idea of what I was looking for with the haircut.  I could sense her genuine interest in focusing on getting the details right so that I would leave with a head of hair that made me happy.  She succeeded, fully.  I also enjoyed her conversation.  The space was very comfortable and nicely decorated and thankfully there was no blaring music. Kempt is a clean, calm and relaxing upscale men's salon.  Oh, and perhaps the most important thing to note that hopefully gives this review credence - Melissa did not even mention the words; review, yelp, referral, or social media.  Nor did I see a Yelp sticker on their front door.  I get the sense that Melissa knows that the combination of excellent haircutting, attention to the customer, and a really great environment are the essence of what a new business needs to develop the reputation that it deserves. It seems to me that the places that beg or incentivize you to leave reviews are the least deserving of the 5 stars anyway.  In summary: great spot - don't hesitate to give them your business.",6/9/2017,i-R1gHV6cIQ185nfDJAMTw,"CA, CA",5.0,5.0,yelp,None,T T.
67,"IMO Melissa at Kempt is hands down the best men's stylist ever to cut my hair.  I've been to all the high end places all over LA/OC over the years, and no one has ever done as good a job with my hair as Melissa.  Plus, there's a pristine Norton motorcycle in the salon!",6/17/2017,NA_XixPMUMAMp2j5-QTYtw,"Orange County, CA",5.0,5.0,yelp,None,Paul F.
68,Top class at reasonable price. The stylists know what they're doing and I walked out feeling confident. They are on point and now I am too.,6/6/2017,GTz9SnqJmnEfQLGbIoMJFw,"Chino Hills, CA",5.0,5.0,yelp,None,Rob S.
69,"Exactly what I was looking for. Melissa is an expert at giving a men's haircut. If you're following your wife around to her stylist, or going to a cheap chain establishment, stop! I have always been very particular about my hair cut, and Melissa nailed it the first time. I know Melissa has been an expert at cutting mens hair for years, and now that she has opened Kempt, she's nailed it! She understands everything about a men's haircut. You also get a nice little head massage during your cut. Please schedule an appointment and see for yourself.",5/8/2017,LW4sWOhOre5Gisi8C4GioA,"Palm Desert, CA",5.0,5.0,yelp,None,Bryce B.
