Date,SentimentScore,Sentiment,SentimentNum,StarRating,Review
1/5/18,0.4,Positive,0,5.0 star rating,"If you are looking for a stylist that does an amazing job with extensions look no further. Joanna, you're the best!!  Thanks so much luv"
1/4/18,0.4125,Positive,0,5.0 star rating,Studio fifty fifty is the real deal. There's not to many places in the OC where you experience quality service and a welcoming atmosphere. Plus some yummy cookies and wine. Thank you silvanna!
11/22/17,0.104821429,Positive,0,5.0 star rating,"""Hair emergency? What?? There is no emergency in hair!""Let me tell you: THERE IS. And you can believe me, because I'm really not the type of person to have a hair emergency. In fact, until this week, I didn't think hair emergencies were a thing.I walked into this place with my hair an ACTUAL disaster. I mean, a non professional, bleached my hair. It was orange... IN PATCHES. I mean... I must have looked like a McFrickin cheetah. And this was the week of Thanksgiving. I mean, I love my family... but let's not lie: a lot of people have a firm belief that holidays are for judging. My family are those people a little bit (a lot). Also, photos are forever. So, I was a little stressed.I walk in to Studio 50/50. Kean Rager takes one look at my hair, and just *fixes it.* The man didn't sweat a drop. Just made it happen. The phrase ""miracle worker"" comes to mind. He didn't talk my ear off, listened while I complained about things, we talked when we wanted to, it was no pressure. Plus, watching his hands go was awesome.My hair looks VERY nice, and I'm really happy with his work. Ask for Kean! He's awesome!"
12/25/16,0.475446429,Positive,0,5.0 star rating,"Dianne makes the best arrangements around! I've bought my wife flowers from Costco, Ralphs. Albertsons, flower shops in Newport Beach but these flowers Dianne makes last over 2 weeks! They smell so good and my wife ALWAYS knows when I don't get her flowers from Studio Fifty Fifty. Guys...save yourself a headache and $...go and see Dianne. Oh and the candles they have are AWESOME. Smell a good. One last bit of advice..try and get your order in early. Dianne gets tons of orders and it's always nice to give her some time to make your arrangements special. My wife and youngest son see BROOKE. She is such a sweetheart. My son is 6 and doesn't want anyone touching his hair but Brooke is so nice and he warms up to her! My wife goes to Brooke and she Always leaves happy. Everyone at Studio Fifty Fifty is sweet and welcoming. Not to mention I can shoot the shit with some of the people their and have a beer! This place is awesome."
9/6/17,-0.003803938,Negative,1,1.0 star rating,"I've contemplated leaving this review for several months now. I had a bad experience. I went in for balayage touch ups and a trim and walked out with a very brassy full weave. This stylist agreed to do balayage. She has been with the studio since they opened (she said). This is a supposed high-end salon. I apparently confused her with my straightforward request. I came back for a correction. She used an ashy toner over the hair instead of painting back the brown I requested. I was shocked that I now had grey hair. I had to hold back tears. She was not happy that I was not happy still, but said I confused her AGAIN. We're both native English speakers so I don't know what this is about. She asked me if the cut was ok. I said yes because I was not going to allow her to put scissors to my hair again. I left never to return. The toner washed right out. My hair was very damaged considering it was a full weave instead of some balayage highlights. I went back to my old hair dresser (I moved away which was why I was looking for a new one) and she fixed my cut and gave me advice on how to treat my hair so it stops breaking. I don't think this is a high end salon and everyone is cramped up against each other. No one with proper training would not be able to understand the difference between regular foil highlights which are weaved uniformly throughout the hair and balayage, a technique where highlights are hand painted freehand. Oh and by the way, I came out with two toned hair as well. The place has a big sign that says no refunds. I gave her a chance, but hair, once damaged, does not heal and I didn't want to completely destroy it."
8/13/17,0.562916667,Positive,0,5.0 star rating,"I went into Studio Fifty Fifty on a Saturday this week, everyone there was very nice! The establishment is very clean and they use great products. I would definitely recommend this salon to anyone in the area"
12/8/17,0.146923077,Positive,0,5.0 star rating,Justine did an amazing job on bringing my hair back to life I didn't know that I could be a white blonde and have such a toned color because everyone I've gone to in the past has never been able to get me to that color but she got me to that color andtoned my orange completely out I'm so thankful that I went and saw her and I highly recommend seeing her if you are a brunette or a blonde who has box died and wants to go to a amazing toned blonde color
1/10/17,0.55,Positive,0,5.0 star rating,"Great place if you want to change your hair style!  Fancy place, love love the atmosphere and interior design.  Sarah R cut my hair short per my request and did an amazing job!Love the owner too!"
11/22/17,0.319640152,Positive,0,5.0 star rating,"I made a last minute call to this salon to see if I could get an appointment for some fresh holiday hair. Justine took me in and first she asked me what I was looking to get, we talked about colors and she explained the process in an easy to understand way-because I dont know hair terminology she was amazing ans talked me through the whole process, always made sure I was comfortable & my hair turned out Ahhhmazing. If you need a fresh new look or just want some tlc on your locks ask for Justine!!"
11/21/17,0.409375,Positive,0,5.0 star rating,Just had my first appointment with Justine and she did such an amazing job! She transformed my hair from brown to a beautiful blonde balyage! She is very friendly and really gives you what you want!! Love her!
3/1/17,0.296309524,Positive,0,5.0 star rating,"First things first ASHLEE SUE is the Best.If you need a Miracle and want to keep your hair length she is your to go girl. I was a hot mess,I  came in with a 50 Shades  of brown hair color, I was not expecting to be  blond on the first visit but she did it how not sure you would have to try her out ,Ashlee  is super friendly very attentive she made me feel very comfortable it was my first time at Fifty Fifty and beyond pleased she worked her magic and listen to my wants and needs.I couldn't be any Happier Thank You So So Much  Ashlee Sue"
7/6/17,0.097478992,Positive,0,5.0 star rating,"I wish there are negative points so I can rate this store. I make appt at 7:30pm and leave my work one hour earlier to make this. They called me twice to confirm the time and ask my Credit card info in case I cancel. And then they called me three hours earlier to ask if I can reschedule earlier- I say I can't. And I arrive there 5 mins before the appt time. They told me that it's gonna be a 20 mins wait cuz she is finishing up the one before me- I was not happy but I think it's fine and understandable. And 40 mins pass, nobody shows up. My hair stylist is still taking care of her customer. Cashier asks me if I wants to purchase any hair product bcoz she is closing her computer. Wanna make sure I don't need any extra purchase.This is not right.  If you are gonna charge me if I cancel the appt within 24 hours, then  I should charge u for delaying the appt without any notice and have me waiting there for more than half hours. They saw me left angrily. And didn't even say a sorry.I am sure they do great haircut. But plz learn to respect your customer first."
7/23/16,0.141130051,Positive,0,5.0 star rating,"I should preface this by saying I have never colored my hair anything but a natural brown. And while Erin was great at that, I think the real moment where she surprised me was when I decided I wanted to add red to my hair.I'm typically pretty specific with my hair because I've had one or two bad experiences (not here) in the past. Anyway, I told Erin I wanted red in my hair and while I had a bit of sticker shock when the dye went in, I was so happy with how it came out!! I feel like a completely new woman! The atmosphere of the salon is pretty cool. There's cookies and water readily available for your indulgence whereas other salons have that kind of hidden. And depending on the time of year, it's themed! So you'll have orange frosted cookies during Halloween and red white and blue frosted cookies during 4th of July, etc.The chairs are comfortable--even the ones where they rinse your hair. So that's a plus to me.I would definitely recommend this place! And I have a pretty high opinion of Erin too!"
2/22/17,0.625,Positive,0,5.0 star rating,"Studio 50/50 is ah-mazing! Erin is the best and does a phenomenal job! The service is great and they offer so much. Hair, nails, eyebrows, and eyelash extensions... this is the place to come for all of your beauty needs. The free wine is a plus!"
1/26/18,0.41944756,Positive,0,5.0 star rating,"Last year when I moved here from New York,getting adjusted to new places and trying to find my go-to spots for things was a challenge. But since the first day I walked into Studio Fifty Fifty, I was blown away. The high quality of service and attention to detail was unlike any salon I've been to. Like most, my hair and appearance mean a lot to me. As soon as I met Rio and we got started talking, I knew she was going to be my go to hair stylist. Her bubbly and energetic personality is so inviting, she truly makes you feel comfortable. I used to be very picky with how I want certain things cut or styled but every time I go see her, I just let her do her thing. She absolutely SLAYS my hair every time  She is so detailed and focused on what will look good on you and make you happy. She's honestly the best hair stylist I have ever been too and on top of that she is an amazing person with a heart of gold. I strongly encourage anyone looking for an incredible experience and hair expertise, go see Rio, she will take very good care of you"
2/15/17,0.341335227,Positive,0,1.0 star rating,Heather! Heather! Heather! This review is way over due!! She is simply the best! I didn't find her on Yelp because I've been going to her for over 15 years. She listens. She gets it. She's consistently good. Thru out my punky color/style phases and  my more conservative phases. She nails them all. She is also hilarious and genuine and becomes your instant bff. I've  been there when she's seeing multiple generations of clients. They/we all consistently trust her. Cut/color.. Women's/men's/kids/unisex. She also does my brazilIan  blow out amazing too.
1/20/18,0.1425,Positive,0,5.0 star rating,Justine did an amazing job on bringing my hair back to life I didn't know that I could be a white blonde and have such a toned color because everyone I've gone to in the past has never been able to get me to that color but she got me to that color andtoned my orange completely out I'm so thankful that I went and saw her and I highly recommend seeing her if you are a brunette or a blonde who has box died and hwants to go to a amazing toned blonde color
12/31/17,0.272727273,Positive,0,5.0 star rating,Came in to see Justine just before the holidays and she color corrected my silver/blue hair to a gorgeous amber/beige balayage. I left the salon feeling fabulous and ready to take on the New Year ‍ Thanks chica xoxo
9/8/17,0.45,Positive,0,5.0 star rating,"Eddy is awesome.  Great customer service.  Parking lot could be better, but it could be worse!"
5/20/17,0.0875,Positive,0,1.0 star rating,"Went in for highlights, i got turned into a streaky blonde for $140, cool. Had to go to a different salon to dye it back brown."
12/9/16,0.219989418,Positive,0,5.0 star rating,"Joanna is amazing. I can't stress that enough. She takes care of her clients and has an ease that makes you feel at home. She does wonderful things with my hair, and her knowledge not only of the chemistry of colour and the techniques of colouring and cutting and styling, but her knowledge of people is absolutely fantastic. I am a client for life! But do not think she is the only fantastic human being who cares for clients here. Everyone is warm and welcoming and even the assistants have more knowledge than most hair technicians at the other salons I've been to. Everyone from the receptionist to Joanna has been hands down amazing. The salon itself is incredibly comfortable and inviting. They offer snacks and drinks (water coffee beer and wine, both red and white!) complimentary while you're being pampered and well taken care of. The facilities are impeccably maintained. Hair care is messy, trimmings, product, hair colour, it all makes a mess - but the salon is kept well cleaned. The standards are incredibly high - and it's worth every single penny. Absolutely every penny. I love Studio Fifty Fifty - and you will too. You won't regret making an appointment. And if you can't get in with Joanna, you'll still be in good hands. But seriously, ask for Joanna, she's an absolute doll!"
1/14/18,0.34375,Positive,0,5.0 star rating,"Absolutely love this place ! It was my first time. had an appointment with Justine, she did a balayage on me before that I've never done anything to my hair at all. And I have to say I'm absolutely in love with it  everyone should definitely go to Justine to get there hair done !"
11/2/16,-0.14775641,Negative,1,1.0 star rating,"It's too bad you can't give no stars. Posting this on behalf of my wife. As a husband to see your wife come home a wreck because she was so sad about her haircut is a terrible thing. Now for her words not mine- Was able to get appt quickly - but was asked to reschedule an hour before arrival to the next day. The next day, was asked to come in early b.c. someone else cancelled.   when asked what i wanted - a very small trim.... trying to grow it out. was specific about no layers, no face framing etc. just a basic length 1/4 inch trim on the length. she proposed layers - i said no... and affirmatively confirmed  back no layers. seemed like we were on the same page. then she began cutting.... she cut long layers into my hair (on one side of my head only...?) and i lost the length i had been trying to grow out literally for years. my directions could not have been clearer - she simply did what SHE wanted. she caused me a huge setback and i could not be more disappointed. this stylist doesn't not listen to the client. do not trust her. Worst part is my wife texted this girl telling her how disappointed she was and the stylist never text back. Not even a ""sorry"" or anything. That's NOT 5-star service. However, clearly this salon had an all 5-star rating so YMMV"
8/11/17,0.303246753,Positive,0,5.0 star rating,"Got my hair cut and styled yesterday from Rio she new exactly what I wanted and needed my hair looks amazing. Love the ambiance of this salon, everything top notch. I am a new regular of Rio Nichols."
12/24/17,0.289880952,Positive,0,5.0 star rating,"This studio is filled with vibrant energy. The decor is chic and the stylists are super friendly. You can't help but notice how well all the stylist get along and that energy just rubs off on you. The stylist that attended me, Justine, was super attentive and patient. Not only that but she really enjoys what she does and that is shown in her work. I was absolutely thrilled with the end results. All along the way she was willing to change things if I wasn't satisfied with how my hair was coming out. I could not ask for better service. I'm definitely going back again."
6/2/17,0.255555556,Positive,0,4.5 star rating,I get my hair cut by Ally. She does amazing work. Super friendly and funny and works hard to make sure I am happy with my hair. She has even spent some extra time showing me specific ways to style my hair so I could do it on my own. I will keep coming back. Thank you ally!!!
8/30/17,0.6375,Positive,0,4.5 star rating,For Sarah R. If your looking for a miracle-worker; come here. All the ladies are amazing but the greatest of them all is Sarah R. True transformation at its finest with amazing customer service. Stop by and check it out.
11/19/16,0.304254526,Positive,0,1.0 star rating,"This was my first visit to this salon and it won't be my last! My last stylist left for maternity leave and never came back, so it had been some time since I had trusted my hair in the hands of someone new. Kirsten B works wonders!!!! I came in with a few pictures and a single idea of what I wanted done: little to no trimming, color correction, ombré and layers. The final result- exactly what I asked for and more! The salon- beautiful! From the festive decor, to the product display, to the open stations and to top it off the luxurious interior decor and design! They even offered me snacks and beverages during my pampering and treatments... I felt like royalty :) My appt was about 1 week prior to my wedding and I couldn't have been more happy with my hair... So happy I asked Kirsten to style my hair for my wedding day too! I've found my new stylist and I couldn't be more thrilled! Thank you Kirsten!"
7/11/17,1,Positive,0,5.0 star rating,Everything about this place was excellent! Customer service to the hair professionals. Thank you!
7/3/17,0.24,Positive,0,5.0 star rating,"After going to multiple hairdressers over the years, I finally found my go to girl! Katie does an amazing job with my hair and I always get compliments on the amazing color she does. I will definitely be referring her to all my friends."
12/5/16,0.281208791,Positive,0,5.0 star rating,"Decided to do something completely different, a lot lighter than usual. Have to admit it was I wasn't quite sure what I was getting myself into; but thanks to Justine & Kean amazing skills I have accomplished the color and look I've been wanting. Justine is very attentive and keen to her clients needs. Glad I took my sisters advice, made the experience enjoyable. Amazing color skills, she will work to get it just right. Definitely coming back."
10/1/17,0.142121212,Positive,0,1.0 star rating,"Not a good experience.  When I made my appointment, I asked for a stylist who could give me a men's scissor cut.  Instead, I got a lawnmower-style buzz cut.  The only positive thing about this haircut is that my hair grows quickly and it will look better in 3 weeks."
6/13/17,0.284940476,Positive,0,5.0 star rating,"I got my cut hair by Rio and definitely best experience ever! Not only is Rio is super experience but she has hair styling in her blood. She knew exactly how I wanted to cut my hair and she knows how to cut bangs too! Most hair stylist said they know how it I always end up with too short or too long uneven cut. I highly recommend Rio, she's super sweet, experienced, and up to date with the hottest trend! Will definitely go to her for my haircut from now on. To end it all it was very affordable!"
12/11/17,0.416666667,Positive,0,4.0 star rating,So glad I found this place! I took my daughter and we both got a cut & color  it looks fabulous!! And the price is affordable. My only regret is I wish I found this place sooner.
2/17/17,0.197727273,Positive,0,5.0 star rating,Sarah R is amazing! I'm not good at taking care of my hair or even knowing how to style it. Sarah Cut my hair exactly how I asked and gave me tons of tips and tricks and even introduced me to the wet brush which is my new life saver. So glad I got her.
1/4/16,0.339473684,Positive,0,5.0 star rating,"LOVE LOVE LOVE My hair!  On Saturday, I called around noon to see if there was any availability and they fit me in at 3pm.  Erin did partial highlights, cut, and style.  And it turned out great!  It was $165 + tip and worth every freaking penny.  I'm not used to spending much on my hair.  I'll be honest, I'm cheap and lazy.  Everyone was friendly and the environment was casual and comfortable.  FYI, Erin has some great punny jokes.  If you love puns as much as I do, you'll love her.  lolI will def. be coming back to see Erin."
11/19/17,0.071405724,Positive,0,5.0 star rating,"BRIDAL HAIR/MAKEUP REVIEW: I came in to do a trial for my upcoming wedding based on the positive reviews.  I have pretty unique hair in the sense that it is very long and thick, and I asked for a half-up half-down hairstyle.  I forget her name, but one of the hairstylists did my hair and makeup.  When the original idea didn't go well (because my hair was reportedly too heavy and thick to execute the style), the stylist converted my hair into a chignon, which in brutal honesty was not a very flattering style.  I had random hairs sticking out everywhere, and learned that in a few hours, the style would begin to droop anyways after doing some normal-paced walking.  The stylist told me at the start the hair would be sturdy, and then at the end she said to excuse the final product if I didn't like it because her arms got tired from working on my hair.  This sounds pretty negative, but I give props to the stylist for taking just shy of 4 hours on me and tackling that amount of hair mostly by herself.  It's a hard project, for sure, but then I would've appreciated being told they are not used to working with long hair, as opposed to being told that everything would be perfectly executed because they have done it so many times before.  For the unfounded sales pitch, I had to take a star away.  The makeup, however, was spectacularly done.  My skin looked great, and I looked like myself, but cleaned up and had my best features amplified.  I would definitely recommend this place for bridal makeup.  However, for roughly $200 to do just the makeup at my house the day of my wedding, I found it too expensive.  If I wanted both services, I was asked to pay $400.  For the steepness of the price, I had to take another star.  The staff for the most part was friendly and patient in answering my questions.  It seems however that doing haircuts, makeup, and coloring are their specialties, and so would recommend people for those services.  If you want to style long and thick hair, not so much."
6/9/17,0.142105263,Positive,0,5.0 star rating,"I just moved to Southern California and had waited as long as possible to get my hair cut. I decided to go with Studio Fifty Fifty after seeing their ranking on Yelp, from the moment I called to schedule the appointment I was more than pleased with the experience. I was even running late, and when I called to tell them I would be 10 minutes late I was reassured it wasn't a problem at all! I had told the front desk when booking the appointment that I have long, thick, crazy curly hair; she recommended scheduling an appointment with Ally and IM SO HAPPY THAT I DID! Ally was incredible, she did an amazing job on my hair and I'm excited to be able to go back to her! Trying to find someone to cut my hair in the past had been a real challenge and she handled it like a pro! I'd definitely recommend her to anyone and everyone!!"
11/25/17,0.5,Positive,0,5.0 star rating,This place is so cute and has such a good atmosphere! Justine has literally saved my hair and I wish I had come in sooner!
6/9/17,0.00625,Positive,0,5.0 star rating,"I have had this yelp review scripted in my head before the blow dryer even turned on. Sarah R. took major care of me today. I boxed dyed my natural blonde hair dark red for a couple years in college. As some of my blonde sisters know, this led to the cycle of awful root touch ups and brassy ends. In January, I swore off box dye for good; determined to wait out the mismatched roots until I could no longer stand it. When that day came, I turned to a friend who gave me the recommendation that I am giving you, random yelp stranger. Sarah R. managed to lighten my over-dyed ends and work her magic on my blonde roots. All while chatting and even taking the time to explain her process to another woman in the studio. I am so excited for the next time that I get to come in, chat, sip some wine, as she hocus pocus-es my hair back to life."
1/14/17,0.04985119,Positive,0,1.0 star rating,"Worst hair salon experience I've ever had in my life!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Do not waste your time & money here!!!!!!I had an appointment at 11:00 am with Sarah R. - and waited 45 minutes!!!!!!Sarah R. never checked on me once!! RED FLAG.The Receptionist seemed lost and confused and & said Sarah R. was running late...... The Receptionist didn't even know what my appointment was for!!I walked out... Sarah called me back to apologize and said she would give me a "" great discount"". Thinking I would be provided a ""great discount"" liked she said - I drove back to the salon. When I scheduled the appointment a week prior, I mentioned I wanted  an ombre style. Sarah R. had no idea what I wanted... there is no communication in this salon whatsoever.I had to explain to Sarah R. multiple times that I wanted Ombre with blond hair and show her pictures of what I wanted - but she didn't do ombre to my hair at all!!!!! She darkened my hair and added a temporary toner. That's it.TERRIBLE service with incompetent ""stylists"" that were snobby. OH & BY THE WAY THE FRUIT WATER PROVIDED TO ME TASTED LIKE SHE SPRAYED HAIRSPRAY IN IT - SO MY BOYFRIEND HAD TO GO TO THE MEXICAN RESTAURANT NEXT DOOR TO PURCHASE A F@#%&#@! DRINK FOR ME!!!! DISGUSTING!!!!!Save your time and money and go somewhere else. It's my birthday too. Thanks for ruining my birthday & my hair Sarah R. & Studio Fifty Fifty!!! Oh & i don't think $168 for damage done to my hair included a ""great discount""!!!Petty sure all the 5 star reviews are  so fake!!!!! Would give a review WITH NO STARS if I could... ONE WEEK LATER: MY HAIR IS DARK BROWN. WHERE IS THE OMBRE WITH BLOND THAT I ASKED FOR????????OH YOU MUST HAVE USED ALL THAT BLEACH UP YOUR A$$ SARAH R. & STUDIO FIFTY FIFTY."
3/10/17,0.200873016,Positive,0,5.0 star rating,"Made an appointment here for the very first time because my previous stylist had moved out of town so my hair was very grown out dirty blonde with a faded balayage. Called for an appointment and the receptionist was very helpful, asked exactly what I wanted, and was able to make an appointment for me for the very next morning with Kean. He was perfectly on time and very welcoming from the moment I arrived. I told him I wanted an auburn to blonde balayage kind of thing and a trim, showed him one photo to give him an idea, but the way my hair turned out was way better than the photo and better than I had imagined. Kean is your guy if you want bomb color, it's only been a few days but I have gotten so many compliments on it. There are no weird patches and everything blends seamlessly. I highly recommend him and I'm going to continue going back."
6/4/17,0.264772727,Positive,0,5.0 star rating,Ally is absolutely amazing! She's taken my hair from blonde to red and back to blonde and has never failed me once! She does such an amazing job and has an eye for color and knows exactly what to do to make you feel amazing every time you walk out those door! She also cuts my boyfriends hair and is spot on every time he is very picky about everything and she never disappoints!
7/11/16,0.433761905,Positive,0,5.0 star rating,"Pros:Called and got an appointment pretty quick.  Got my hair did by Ms. Katie Brunner the weekend of July 4th; the salon was buzzing with joy and Katie was just as upbeat as the salon that day! Katie did a great job with my hair, I got baby lights with a balayage. She was super nice; pleasant to talk to through the process and the end results I totally love! Nice change for the summer.Cons:Katie was great but the chic that rinsed me basically ripped my hair out while combing my hair; was ripping through tangles to the point where I asked her if she wanted me to comb myself out.  Finally I demoted her myself and told her to stop and to find me a brush so I can brush through my own hair without causing MORE damage to it. You would think that as an apprentice she would know NOT to tear through tangled hair, especially fine hair, it breaks but apparently she missed that day of class.  I can't remember her name right now but once I go back I can get that...Overall, super quick appointment making time and the actual hair process was simple and quick too.  Will be seeing Katie a lot more in the future, she's great!"
7/21/16,0.439583333,Positive,0,5.0 star rating,"Studio Fifty Fifty is the best custom salon in Huntington Beach! Obviously the reviews speak for themselves! They are clean, professional, upbeat, & up-to date with the latest trends. The owner of this salon Silvanna pays attention to detail & keeps her business running top notch. Nancy is my personal stylist, she is kind & professional. There are many stylists to choose from in this salon with different specialties available! Nancy specializes in bond extensions as well as Brazilian Blowouts & color. They are located on Bolsa Chica & Heil which is close to me. Even if I weren't close I would still go out of my way to come here! Also, if your looking for a nail tech they have two awesome nails professionals as well! This place sets the bar for beauty standards. Anything involving hair and nails they can do. Shoot I'm pretty sure they even do perms! Which I know many locations will not do that service. Thank you 50/50! You know I will be back as it has been 4 years already! PS. You don't wanna miss Halloween or Christmas in the salon she turns it into a beautiful sight to be seen! N Don't forget the complimentary bubbly or vino!  Lots of love! Sherri~"
3/4/17,0.431944444,Positive,0,5.0 star rating,"Such a cute salon, great customer service everyone is very friendly and welcoming and makes u feel at home. Sarah R. Is an amazing hair stylist. I loved the way my highlights turned out. I definitely recommend her she is amazing. Thank you so much Sarah."
12/29/16,0.277777778,Positive,0,2.0 star rating,Super expensive and they take their precious time!!! a hair cut (just split ends) it was $55 without blow dryer or tip!!!
5/28/14,0.292307692,Positive,0,5.0 star rating,"Came here after getting referred by a friend. Now let me just say that I had just moved back from living abroad in a country that is not known for their taste in hair styling and I made the mistake of letting them dye my hair. Of course the product was not quality and my hair was a mess.Before I moved back to the States, I went backpacking and beach bumming it through Thailand and Cambodia so I had a good amount of sun damage, salt water damage and just low maintenance and hair care in general. The studio is super nice. All kinds of snacks and beverages for clients to nibble and sip on. Anyway, Dyanna did a marvelous job on my hair and brought me back to looking like I belong in civilization. She is super sweet and easy to talk to. I asked her how we could fix my hair give me something that's low maintenance. I'll let the pictures do the talking"
12/4/16,0.224391534,Positive,0,5.0 star rating,I have been trying to find a stylist for a while now who can deliver exactly what I want but wasn't having any luck. My search is now over because Katie Brunner has made my hair perfect! I naturally have really dark hair but have been blonde for the past few years. Right off the bat Katie was very attentive while I was explaining what I wanted & she over exceeeded my expectations. She made my hair the exact blonde I wanted without damaging it too much! She's easy to talk to & brings a great energy into the room which is what you want from a hair stylist. I will definitely be coming back to get my hair done by her again :) thanks Katie!
3/12/17,0.144047619,Positive,0,1.0 star rating,"Sarah R. did a fantastic job on my hair today. Absolutely love it. I have a fear of cutting my hair due to my phobia to razor blades, typically its noise (dont know if she noticed) but she kept up the conversation with me which helped me a lot. wonderful service and stylist. I will be going back from now on. Thank you"
7/17/16,0.024652778,Positive,0,5.0 star rating,"Ally S. Is my hair savior!!!! I'm naturally a brunette, and I mean Persian hair brunette, so hard to handle and frizzy AF. Wanted to go blonde and I've always had the worst luck with everyone telling me I can't because it'll turn orange, and enter Ally! Not only is she hilarious and sweet, but SO TALENTED and the only one who transformed my hair into the exact blonde I've always wanted! So grateful to have found you Ally! Thank you!!"
12/15/16,0.34,Positive,0,5.0 star rating,"Erin is absolutely amazing at what she does! Not only was she able to do my hair (simple guys cut) to my liking but my girlfriends as well! It was the first time either of us had been seen by her but definitely won't be the last. She helped my girl feel beautiful and when she is happy, so am I ;)"
